StringID     Type         x            y            demand       ReadyTime    DueDate      ServiceTime  PartnerID    
D0           d            40.0         50.0         0.0          0.0          1236.0       0.0          0            
S0           f            40.0         50.0         0.0          0.0          1236.0       0.0          0            
S1           f            73.0         52.0         0.0          0.0          1236.0       0.0          0            
S2           f            90.0         55.0         0.0          0.0          1236.0       0.0          0            
S3           f            55.0         79.0         0.0          0.0          1236.0       0.0          0            
S4           f            69.0         89.0         0.0          0.0          1236.0       0.0          0            
S5           f            32.0         80.0         0.0          0.0          1236.0       0.0          0            
S6           f            39.0         96.0         0.0          0.0          1236.0       0.0          0            
S7           f            23.0         80.0         0.0          0.0          1236.0       0.0          0            
S8           f            4.0          83.0         0.0          0.0          1236.0       0.0          0            
S9           f            18.0         58.0         0.0          0.0          1236.0       0.0          0            
S10          f            1.0          56.0         0.0          0.0          1236.0       0.0          0            
S11          f            13.0         31.0         0.0          0.0          1236.0       0.0          0            
S12          f            -5.0         38.0         0.0          0.0          1236.0       0.0          0            
S13          f            26.0         37.0         0.0          0.0          1236.0       0.0          0            
S14          f            28.0         13.0         0.0          0.0          1236.0       0.0          0            
S15          f            39.0         31.0         0.0          0.0          1236.0       0.0          0            
S16          f            48.0         11.0         0.0          0.0          1236.0       0.0          0            
S17          f            59.0         17.0         0.0          0.0          1236.0       0.0          0            
S18          f            73.0         23.0         0.0          0.0          1236.0       0.0          0            
S19          f            74.0         32.0         0.0          0.0          1236.0       0.0          0            
S20          f            90.0         44.0         0.0          0.0          1236.0       0.0          0            
C1           cd           45.0         68.0         -10.0        830.0        1049.0       90.0         C5           
C2           cp           45.0         70.0         30.0         756.0        939.0        90.0         C75          
C3           cp           42.0         66.0         10.0         16.0         336.0        90.0         C10          
C4           cd           42.0         68.0         -20.0        643.0        866.0        90.0         C6           
C5           cp           42.0         65.0         10.0         15.0         226.0        90.0         C1           
C6           cp           40.0         69.0         20.0         499.0        824.0        90.0         C4           
C7           cp           40.0         66.0         20.0         87.0         308.0        90.0         C8           
C8           cd           38.0         68.0         -20.0        150.0        429.0        90.0         C7           
C9           cd           38.0         70.0         -10.0        429.0        710.0        90.0         C11          
C10          cd           35.0         66.0         -10.0        279.0        488.0        90.0         C3           
C11          cp           35.0         69.0         10.0         363.0        590.0        90.0         C9           
C12          cd           25.0         85.0         -40.0        547.0        826.0        90.0         C15          
C13          cp           22.0         75.0         30.0         30.0         280.0        90.0         C17          
C14          cd           22.0         85.0         -20.0        489.0        698.0        90.0         C18          
C15          cp           20.0         80.0         40.0         318.0        495.0        90.0         C12          
C16          cd           20.0         85.0         -10.0        394.0        609.0        90.0         C19          
C17          cd           18.0         75.0         -30.0        33.0         226.0        90.0         C13          
C18          cp           15.0         75.0         20.0         68.0         365.0        90.0         C14          
C19          cp           15.0         80.0         10.0         176.0        447.0        90.0         C16          
C20          cp           30.0         50.0         10.0         10.0         265.0        90.0         C22          
C21          cd           30.0         52.0         -20.0        836.0        1043.0       90.0         C28          
C22          cd           28.0         52.0         -10.0        704.0        991.0        90.0         C20          
C23          cd           28.0         55.0         -10.0        664.0        845.0        90.0         C26          
C24          cp           25.0         50.0         10.0         15.0         333.0        90.0         C29          
C25          cp           25.0         52.0         40.0         88.0         305.0        90.0         C30          
C26          cp           25.0         55.0         10.0         502.0        821.0        90.0         C23          
C27          cp           23.0         52.0         10.0         179.0        398.0        0.0          C106         
C28          cp           23.0         55.0         20.0         476.0        663.0        90.0         C21          
C29          cd           20.0         50.0         -10.0        288.0        475.0        90.0         C24          
C30          cd           20.0         55.0         -40.0        368.0        585.0        90.0         C25          
C31          cp           10.0         35.0         20.0         144.0        293.0        90.0         C35          
C32          cp           10.0         40.0         30.0         31.0         309.0        90.0         C34          
C33          cp           8.0          40.0         40.0         33.0         313.0        90.0         C37          
C34          cd           8.0          45.0         -30.0        655.0        912.0        90.0         C32          
C35          cd           5.0          35.0         -20.0        191.0        436.0        90.0         C31          
C36          cd           5.0          45.0         -30.0        588.0        793.0        90.0         C38          
C37          cd           2.0          40.0         -40.0        305.0        512.0        90.0         C33          
C38          cp           0.0          40.0         30.0         414.0        587.0        90.0         C36          
C39          cp           0.0          45.0         20.0         481.0        710.0        0.0          C104         
C40          cp           35.0         30.0         10.0         180.0        405.0        90.0         C47          
C41          cp           35.0         32.0         10.0         63.0         338.0        90.0         C45          
C42          cp           33.0         32.0         20.0         19.0         345.0        90.0         C44          
C43          cp           33.0         35.0         10.0         16.0         273.0        90.0         C52          
C44          cd           32.0         30.0         -20.0        278.0        493.0        90.0         C42          
C45          cd           30.0         30.0         -10.0        453.0        688.0        90.0         C41          
C46          cp           30.0         32.0         30.0         355.0        602.0        90.0         C48          
C47          cd           30.0         35.0         -10.0        837.0        1127.0       90.0         C40          
C48          cd           28.0         30.0         -30.0        539.0        786.0        90.0         C46          
C49          cp           28.0         35.0         10.0         867.0        1126.0       0.0          C105         
C50          cd           26.0         32.0         -10.0        719.0        976.0        90.0         C51          
C51          cp           25.0         30.0         10.0         635.0        876.0        90.0         C50          
C52          cd           25.0         35.0         -10.0        825.0        1056.0       90.0         C43          
C53          cp           44.0         5.0          20.0         193.0        440.0        90.0         C56          
C54          cp           42.0         10.0         40.0         78.0         365.0        90.0         C58          
C55          cd           42.0         15.0         -40.0        35.0         287.0        90.0         C57          
C56          cd           40.0         5.0          -20.0        308.0        513.0        90.0         C53          
C57          cp           40.0         15.0         40.0         35.0         246.0        90.0         C55          
C58          cd           38.0         5.0          -40.0        376.0        629.0        90.0         C54          
C59          cd           38.0         15.0         -20.0        519.0        872.0        90.0         C60          
