StringID     Type         x            y            demand       ReadyTime    DueDate      ServiceTime  PartnerID    
D0           d            35.0         35.0         0.0          0.0          1000.0       0.0          0            
S0           f            35.0         35.0         0.0          0.0          1000.0       0.0          0            
S1           f            61.0         37.0         0.0          0.0          1000.0       0.0          0            
S2           f            74.0         39.0         0.0          0.0          1000.0       0.0          0            
S3           f            47.0         57.0         0.0          0.0          1000.0       0.0          0            
S4           f            57.0         65.0         0.0          0.0          1000.0       0.0          0            
S5           f            29.0         59.0         0.0          0.0          1000.0       0.0          0            
S6           f            34.0         71.0         0.0          0.0          1000.0       0.0          0            
S7           f            22.0         58.0         0.0          0.0          1000.0       0.0          0            
S8           f            7.0          61.0         0.0          0.0          1000.0       0.0          0            
S9           f            18.0         41.0         0.0          0.0          1000.0       0.0          0            
S10          f            5.0          39.0         0.0          0.0          1000.0       0.0          0            
S11          f            14.0         20.0         0.0          0.0          1000.0       0.0          0            
S12          f            0.0          26.0         0.0          0.0          1000.0       0.0          0            
S13          f            24.0         25.0         0.0          0.0          1000.0       0.0          0            
S14          f            26.0         6.0          0.0          0.0          1000.0       0.0          0            
S15          f            34.0         20.0         0.0          0.0          1000.0       0.0          0            
S16          f            41.0         5.0          0.0          0.0          1000.0       0.0          0            
S17          f            50.0         9.0          0.0          0.0          1000.0       0.0          0            
S18          f            61.0         14.0         0.0          0.0          1000.0       0.0          0            
S19          f            62.0         21.0         0.0          0.0          1000.0       0.0          0            
S20          f            74.0         30.0         0.0          0.0          1000.0       0.0          0            
C1           cd           41.0         49.0         -5.0         658.0        898.0        10.0         C36          
C2           cd           35.0         17.0         -18.0        93.0         333.0        10.0         C75          
C3           cp           55.0         45.0         13.0         436.0        676.0        10.0         C50          
C4           cd           55.0         20.0         -16.0        620.0        860.0        10.0         C82          
C5           cp           15.0         30.0         26.0         20.0         260.0        10.0         C53          
C6           cp           25.0         30.0         3.0          345.0        585.0        10.0         C22          
C7           cp           20.0         50.0         5.0          251.0        491.0        10.0         C99          
C8           cd           10.0         43.0         -29.0        323.0        563.0        10.0         C23          
C9           cd           55.0         60.0         -9.0         329.0        569.0        10.0         C20          
C10          cp           30.0         60.0         16.0         485.0        725.0        10.0         C17          
C11          cp           20.0         65.0         12.0         146.0        386.0        10.0         C24          
C12          cp           50.0         35.0         19.0         167.0        407.0        10.0         C66          
C13          cd           30.0         25.0         -22.0        639.0        879.0        10.0         C93          
C14          cp           15.0         10.0         20.0         32.0         272.0        10.0         C16          
C15          cd           30.0         5.0          -28.0        118.0        358.0        10.0         C59          
C16          cd           10.0         20.0         -20.0        203.0        443.0        10.0         C14          
C17          cd           5.0          30.0         -16.0        682.0        922.0        10.0         C10          
C18          cp           20.0         40.0         12.0         286.0        526.0        10.0         C74          
C19          cd           15.0         60.0         -10.0        204.0        444.0        10.0         C63          
C20          cp           45.0         65.0         9.0          504.0        744.0        10.0         C9           
C21          cp           45.0         20.0         11.0         153.0        393.0        10.0         C61          
C22          cd           45.0         10.0         -3.0         332.0        572.0        10.0         C6           
C23          cp           55.0         5.0          29.0         146.0        386.0        10.0         C8           
C24          cd           65.0         35.0         -12.0        656.0        896.0        10.0         C11          
C25          cp           65.0         20.0         6.0          716.0        956.0        10.0         C55          
C26          cd           45.0         30.0         -23.0        508.0        748.0        10.0         C79          
C27          cp           35.0         40.0         16.0         60.0         300.0        10.0         C65          
C28          cp           41.0         37.0         16.0         65.0         305.0        10.0         C76          
C29          cp           64.0         42.0         9.0          132.0        372.0        10.0         C51          
C30          cd           40.0         60.0         -11.0        187.0        427.0        10.0         C33          
C31          cp           31.0         52.0         27.0         94.0         334.0        10.0         C73          
C32          cp           35.0         69.0         23.0         599.0        839.0        10.0         C37          
C33          cp           53.0         52.0         11.0         24.0         264.0        10.0         C30          
C34          cd           65.0         55.0         -8.0         452.0        692.0        10.0         C35          
C35          cp           63.0         65.0         8.0          630.0        870.0        10.0         C34          
C36          cp           2.0          60.0         5.0          41.0         281.0        10.0         C1           
C37          cd           20.0         20.0         -23.0        530.0        770.0        10.0         C32          
C38          cd           5.0          5.0          -41.0        234.0        474.0        10.0         C85          
C39          cp           60.0         12.0         31.0         33.0         273.0        10.0         C67          
C40          cd           40.0         25.0         -11.0        279.0        519.0        10.0         C83          
C41          cp           42.0         7.0          5.0          334.0        574.0        10.0         C43          
C42          cd           24.0         12.0         -2.0         25.0         265.0        10.0         C92          
C43          cd           23.0         3.0          -5.0         543.0        783.0        10.0         C41          
C44          cp           11.0         14.0         18.0         167.0        407.0        10.0         C84          
C45          cp           6.0          38.0         16.0         29.0         269.0        10.0         C57          
C46          cd           2.0          48.0         -20.0        452.0        692.0        10.0         C95          
C47          cp           8.0          56.0         27.0         48.0         288.0        10.0         C62          
C48          cp           13.0         52.0         36.0         720.0        960.0        10.0         C89          
C49          cd           6.0          68.0         -26.0        401.0        641.0        10.0         C87          
C50          cd           47.0         47.0         -13.0        475.0        715.0        10.0         C3           
C51          cd           49.0         58.0         -9.0         281.0        521.0        10.0         C29          
C52          cd           27.0         43.0         -6.0         117.0        357.0        10.0         C69          
C53          cd           37.0         31.0         -26.0        332.0        572.0        10.0         C5           
C54          cp           57.0         29.0         18.0         568.0        808.0        10.0         C80          
C55          cd           63.0         23.0         -6.0         560.0        800.0        10.0         C25          
C56          cd           53.0         12.0         -9.0         519.0        759.0        10.0         C64          
C57          cd           32.0         12.0         -16.0        356.0        596.0        10.0         C45          
C58          cd           36.0         26.0         -1.0         740.0        980.0        10.0         C91          
C59          cp           21.0         24.0         28.0         17.0         257.0        10.0         C15          
C60          cp           17.0         34.0         3.0          672.0        912.0        10.0         C97          
C61          cd           12.0         24.0         -11.0        214.0        454.0        10.0         C21          
C62          cd           24.0         58.0         -27.0        113.0        353.0        10.0         C47          
C63          cp           27.0         69.0         10.0         34.0         274.0        10.0         C19          
C64          cp           15.0         77.0         9.0          154.0        394.0        10.0         C56          
C65          cd           62.0         77.0         -16.0        49.0         289.0        10.0         C27          
C66          cd           49.0         73.0         -19.0        523.0        763.0        10.0         C12          
C67          cd           67.0         5.0          -31.0        228.0        468.0        10.0         C39          
C68          cp           56.0         39.0         36.0         575.0        815.0        0.0          C102         
C69          cp           37.0         47.0         6.0          108.0        348.0        10.0         C52          
C70          cd           37.0         56.0         -14.0        728.0        968.0        10.0         C77          
C71          cp           57.0         68.0         15.0         198.0        438.0        10.0         C78          
C72          cp           47.0         16.0         25.0         22.0         262.0        10.0         C86          
C73          cd           44.0         17.0         -27.0        234.0        474.0        10.0         C31          
C74          cd           46.0         13.0         -12.0        622.0        862.0        10.0         C18          
C75          cp           49.0         11.0         18.0         171.0        411.0        10.0         C2           
C76          cd           49.0         42.0         -16.0        212.0        452.0        10.0         C28          
C77          cp           53.0         43.0         14.0         730.0        970.0        10.0         C70          
C78          cd           61.0         52.0         -15.0        322.0        562.0        10.0         C71          
C79          cp           57.0         48.0         23.0         307.0        547.0        10.0         C26          
C80          cd           56.0         37.0         -18.0        728.0        968.0        10.0         C54          
C81          cp           55.0         54.0         26.0         314.0        554.0        0.0          C101         
C82          cp           15.0         47.0         16.0         106.0        346.0        10.0         C4           
C83          cp           14.0         37.0         11.0         53.0         293.0        10.0         C40          
C84          cd           11.0         31.0         -18.0        354.0        594.0        10.0         C44          
C85          cp           16.0         22.0         41.0         299.0        539.0        10.0         C38          
C86          cd           4.0          18.0         -25.0        307.0        547.0        10.0         C72          
C87          cp           28.0         18.0         26.0         314.0        554.0        10.0         C49          
C88          cp           26.0         52.0         9.0          214.0        454.0        10.0         C94          
C89          cd           26.0         35.0         -36.0        718.0        958.0        10.0         C48          
C90          cd           31.0         67.0         -10.0        320.0        560.0        10.0         C98          
C91          cp           15.0         19.0         1.0          683.0        923.0        10.0         C58          
C92          cp           22.0         22.0         2.0          18.0         258.0        10.0         C42          
C93          cp           18.0         24.0         22.0         729.0        969.0        10.0         C13          
C94          cd           26.0         27.0         -9.0         350.0        590.0        10.0         C88          
C95          cp           25.0         24.0         20.0         42.0         282.0        10.0         C46          
C96          cp           22.0         27.0         11.0         529.0        769.0        10.0         C100         
C97          cd           25.0         21.0         -3.0         523.0        763.0        10.0         C60          
C98          cp           19.0         21.0         10.0         125.0        365.0        10.0         C90          
C99          cd           20.0         26.0         -5.0         263.0        503.0        10.0         C7           
C100         cd           18.0         18.0         -11.0        725.0        965.0        10.0         C96          
C101         cd           55.0         54.0         -26.0        314.0        554.0        10.0         C81          
C102         cd           56.0         39.0         -36.0        575.0        815.0        10.0         C68          

Vehicle battery capacity : 198.88
Vehicle freight capacity : 1000.0
battery consumption rate : 1.0
inverse recharging rate : 0.15
average velocity : 1.0
