StringID     Type         x            y            demand       ReadyTime    DueDate      ServiceTime  PartnerID    
D0           d            40.0         50.0         0.0          0.0          960.0        0.0          0            
S0           f            40.0         50.0         0.0          0.0          960.0        0.0          0            
S1           f            73.0         52.0         0.0          0.0          960.0        0.0          0            
S2           f            90.0         55.0         0.0          0.0          960.0        0.0          0            
S3           f            55.0         79.0         0.0          0.0          960.0        0.0          0            
S4           f            69.0         89.0         0.0          0.0          960.0        0.0          0            
S5           f            32.0         80.0         0.0          0.0          960.0        0.0          0            
S6           f            39.0         96.0         0.0          0.0          960.0        0.0          0            
S7           f            23.0         80.0         0.0          0.0          960.0        0.0          0            
S8           f            4.0          83.0         0.0          0.0          960.0        0.0          0            
S9           f            18.0         58.0         0.0          0.0          960.0        0.0          0            
S10          f            1.0          56.0         0.0          0.0          960.0        0.0          0            
S11          f            13.0         31.0         0.0          0.0          960.0        0.0          0            
S12          f            -5.0         38.0         0.0          0.0          960.0        0.0          0            
S13          f            26.0         37.0         0.0          0.0          960.0        0.0          0            
S14          f            28.0         13.0         0.0          0.0          960.0        0.0          0            
S15          f            39.0         31.0         0.0          0.0          960.0        0.0          0            
S16          f            48.0         11.0         0.0          0.0          960.0        0.0          0            
S17          f            59.0         17.0         0.0          0.0          960.0        0.0          0            
S18          f            73.0         23.0         0.0          0.0          960.0        0.0          0            
S19          f            74.0         32.0         0.0          0.0          960.0        0.0          0            
S20          f            90.0         44.0         0.0          0.0          960.0        0.0          0            
C1           cd           25.0         85.0         -20.0        613.0        853.0        10.0         C41          
C2           cp           22.0         75.0         30.0         92.0         332.0        10.0         C71          
C3           cd           22.0         85.0         -10.0        411.0        651.0        10.0         C8           
C4           cp           20.0         80.0         40.0         584.0        824.0        10.0         C37          
C5           cp           20.0         85.0         20.0         40.0         280.0        10.0         C45          
C6           cd           18.0         75.0         -10.0        328.0        568.0        10.0         C39          
C7           cd           15.0         75.0         -30.0        240.0        480.0        10.0         C38          
C8           cp           15.0         80.0         10.0         307.0        547.0        10.0         C3           
C9           cd           10.0         35.0         -35.0        311.0        551.0        10.0         C97          
C10          cd           10.0         40.0         -13.0        459.0        699.0        10.0         C87          
C11          cp           8.0          40.0         40.0         135.0        375.0        10.0         C59          
C12          cp           8.0          45.0         20.0         163.0        403.0        10.0         C66          
C13          cd           5.0          35.0         -31.0        593.0        833.0        10.0         C76          
C14          cp           5.0          45.0         10.0         35.0         275.0        10.0         C84          
C15          cp           2.0          40.0         20.0         114.0        354.0        10.0         C81          
C16          cd           0.0          40.0         -27.0        195.0        435.0        10.0         C69          
C17          cp           0.0          45.0         20.0         643.0        883.0        10.0         C70          
C18          cd           44.0         5.0          -10.0        275.0        515.0        10.0         C33          
C19          cp           42.0         10.0         40.0         194.0        434.0        10.0         C49          
C20          cp           42.0         15.0         10.0         477.0        717.0        10.0         C24          
C21          cd           40.0         5.0          -20.0        155.0        395.0        10.0         C31          
C22          cd           40.0         15.0         -10.0        315.0        555.0        10.0         C28          
C23          cd           38.0         5.0          -6.0         141.0        381.0        10.0         C63          
C24          cd           38.0         15.0         -10.0        621.0        861.0        10.0         C20          
C25          cd           35.0         5.0          -30.0        664.0        904.0        10.0         C26          
C26          cp           95.0         30.0         30.0         469.0        709.0        10.0         C25          
C27          cd           95.0         35.0         -14.0        86.0         326.0        10.0         C83          
C28          cp           92.0         30.0         10.0         89.0         329.0        10.0         C22          
C29          cd           90.0         35.0         -14.0        134.0        374.0        10.0         C92          
C30          cp           88.0         30.0         10.0         186.0        426.0        10.0         C85          
C31          cp           88.0         35.0         20.0         105.0        345.0        10.0         C21          
C32          cp           87.0         30.0         10.0         561.0        801.0        0.0          C101         
C33          cp           85.0         25.0         10.0         51.0         291.0        10.0         C18          
C34          cp           85.0         35.0         30.0         427.0        667.0        10.0         C89          
C35          cd           67.0         85.0         -19.0        597.0        837.0        10.0         C88          
C36          cp           65.0         85.0         40.0         43.0         283.0        10.0         C53          
C37          cd           65.0         82.0         -40.0        497.0        737.0        10.0         C4           
C38          cp           62.0         80.0         30.0         218.0        458.0        10.0         C7           
C39          cp           60.0         80.0         10.0         36.0         276.0        10.0         C6           
C40          cd           60.0         85.0         -10.0        269.0        509.0        10.0         C42          
C41          cp           58.0         75.0         20.0         316.0        556.0        10.0         C1           
C42          cp           55.0         80.0         10.0         33.0         273.0        10.0         C40          
C43          cp           55.0         85.0         20.0         514.0        754.0        10.0         C80          
C44          cp           55.0         82.0         10.0         157.0        397.0        0.0          C102         
C45          cd           20.0         82.0         -20.0        37.0         277.0        10.0         C5           
C46          cp           18.0         80.0         10.0         429.0        669.0        10.0         C96          
C47          cp           2.0          45.0         10.0         45.0         285.0        10.0         C90          
C48          cp           42.0         5.0          10.0         664.0        904.0        10.0         C58          
C49          cd           42.0         12.0         -40.0        380.0        620.0        10.0         C19          
C50          cd           72.0         35.0         -17.0        447.0        687.0        10.0         C64          
C51          cp           55.0         20.0         19.0         266.0        506.0        10.0         C55          
C52          cp           25.0         30.0         3.0          115.0        355.0        10.0         C94          
C53          cd           20.0         50.0         -40.0        315.0        555.0        10.0         C36          
C54          cp           55.0         60.0         16.0         541.0        781.0        10.0         C93          
C55          cd           30.0         60.0         -19.0        539.0        779.0        10.0         C51          
C56          cd           50.0         35.0         -9.0         497.0        737.0        10.0         C82          
C57          cp           30.0         25.0         23.0         337.0        577.0        10.0         C100         
C58          cd           15.0         10.0         -10.0        662.0        902.0        10.0         C48          
C59          cd           10.0         20.0         -40.0        42.0         282.0        10.0         C11          
C60          cp           15.0         60.0         17.0         634.0        874.0        10.0         C68          
C61          cp           45.0         65.0         9.0          198.0        438.0        10.0         C73          
C62          cp           65.0         35.0         3.0          107.0        347.0        10.0         C99          
C63          cp           65.0         20.0         6.0          39.0         279.0        10.0         C23          
C64          cp           45.0         30.0         17.0         131.0        371.0        10.0         C50          
C65          cp           35.0         40.0         16.0         11.0         251.0        10.0         C95          
C66          cd           41.0         37.0         -20.0        506.0        746.0        10.0         C12          
C67          cd           64.0         42.0         -16.0        208.0        448.0        10.0         C75          
C68          cd           40.0         60.0         -17.0        552.0        792.0        10.0         C60          
C69          cp           31.0         52.0         27.0         97.0         337.0        10.0         C16          
C70          cd           35.0         69.0         -20.0        690.0        930.0        10.0         C17          
C71          cd           65.0         55.0         -30.0        181.0        421.0        10.0         C2           
C72          cp           63.0         65.0         8.0          27.0         267.0        10.0         C91          
C73          cd           2.0          60.0         -9.0         226.0        466.0        10.0         C61          
C74          cd           20.0         20.0         -7.0         585.0        825.0        10.0         C77          
C75          cp           5.0          5.0          16.0         172.0        412.0        10.0         C67          
C76          cp           60.0         12.0         31.0         208.0        448.0        10.0         C13          
C77          cp           23.0         3.0          7.0          660.0        900.0        10.0         C74          
C78          cp           8.0          56.0         27.0         305.0        545.0        10.0         C79          
C79          cd           6.0          68.0         -27.0        292.0        532.0        10.0         C78          
C80          cd           47.0         47.0         -20.0        702.0        942.0        10.0         C43          
C81          cd           49.0         58.0         -20.0        295.0        535.0        10.0         C15          
C82          cp           27.0         43.0         9.0          92.0         332.0        10.0         C56          
C83          cp           37.0         31.0         14.0         45.0         285.0        10.0         C27          
C84          cd           57.0         29.0         -10.0        335.0        575.0        10.0         C14          
C85          cd           63.0         23.0         -10.0        284.0        524.0        10.0         C30          
C86          cd           21.0         24.0         -9.0         289.0        529.0        10.0         C98          
C87          cp           12.0         24.0         13.0         299.0        539.0        10.0         C10          
C88          cp           24.0         58.0         19.0         200.0        440.0        10.0         C35          
C89          cd           67.0         5.0          -30.0        653.0        893.0        10.0         C34          
C90          cd           37.0         47.0         -10.0        299.0        539.0        10.0         C47          
C91          cd           49.0         42.0         -8.0         659.0        899.0        10.0         C72          
